name,price_raw,weight_raw,stackable_raw,rarity_raw,category_raw,subcategory_raw,url
Feathered Hair Band Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/feathered-hair-band-schematic-4/
Feathered Hair Band,340G,5,No,COMMON,Head,,https://paldex.gg/items/feathered-hair-band/
Fenglope Bounty Token,1G,0,Yes,COMMON,Boss rewards,,https://paldex.gg/items/fenglope-bounty-token/
Felbat Bounty Token,1G,0,Yes,UNCOMMON,Boss rewards,,https://paldex.gg/items/felbat-bounty-token/
Fenglope Lux Ring Schematic,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/fenglope-lux-ring-schematic/
Fenglope Lux Bounty Token,1G,0,Yes,EPIC,Boss rewards,,https://paldex.gg/items/fenglope-lux-bounty-token/
Fenglope Lux Saddle,â,0,Yes,UNCOMMON,Pal gear,,https://paldex.gg/items/fenglope-lux-saddle/
Fenglope Lux Ring,"38,280G",2,No,EPIC,Accessory,,https://paldex.gg/items/fenglope-lux-ring/
Fire Awakening Crystal,"120,000G",1,Yes,EPIC,Awakening,,https://paldex.gg/items/fire-awakening-crystal/
Fire Arrow,40G,0.025,Yes,COMMON,Ammo,,https://paldex.gg/items/fire-arrow/
Fenglope Saddle,â,0,Yes,UNCOMMON,Pal gear,,https://paldex.gg/items/fenglope-saddle/
Fiber,8G,0.5,Yes,COMMON,Wood,,https://paldex.gg/items/fiber/
Fire Radiant Gem,"1,000G",1,Yes,RARE,Pal materials,,https://paldex.gg/items/fire-radiant-gem/
Fire Skill Fruit: Fire Ball,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/fire-skill-fruit-fire-ball/
Fire Skill Fruit: Flame Wall,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/fire-skill-fruit-flame-wall/
Fire Skill Fruit: Flare Arrow,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/fire-skill-fruit-flare-arrow/
Fire Skill Fruit: Flame Funnel,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/fire-skill-fruit-flame-funnel/
Fire Skill Fruit: Ignis Rage,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/fire-skill-fruit-ignis-rage/
Fire Skill Fruit: Ignis Breath,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/fire-skill-fruit-ignis-breath/
Fire Skill Fruit: Volcanic Rain,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/fire-skill-fruit-volcanic-rain/
Fire Skill Fruit: Ignis Blast,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/fire-skill-fruit-ignis-blast/
Fire Skill Fruit: Spirit Fire,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/fire-skill-fruit-spirit-fire/
Fire Support Whistle Schematic,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/fire-support-whistle-schematic/
Fire Skill Fruit: Flare Storm,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/fire-skill-fruit-flare-storm/
Flame Emperor's Baton Schematic,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/flame-emperor-s-baton-schematic/
Fire Support Whistle,"18,360G",2,No,RARE,Accessory,,https://paldex.gg/items/fire-support-whistle/
Flame Emperor's Baton,"41,880G",2,No,EPIC,Accessory,,https://paldex.gg/items/flame-emperor-s-baton/
Flame Organ,300G,0.5,Yes,COMMON,Pal materials,,https://paldex.gg/items/flame-organ/
Flamethrower Fuel,280G,0.01,Yes,COMMON,Ammo,,https://paldex.gg/items/flamethrower-fuel/
Flamethrower Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/flamethrower-schematic-2/
Flamethrower Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/flamethrower-schematic-4/
Flamethrower,"172,750G",45,No,COMMON,Flamethrowers,,https://paldex.gg/items/flamethrower/
Flamethrower Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/flamethrower-schematic-1/
Flaracle Bounty Token,1G,0,Yes,LEGENDARY,Boss rewards,,https://paldex.gg/items/flaracle-bounty-token/
Flamethrower Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/flamethrower-schematic-3/
Flour,250G,0.1,Yes,COMMON,Produce,,https://paldex.gg/items/flour/
Foxicle Bounty Token,1G,0,Yes,COMMON,Boss rewards,,https://paldex.gg/items/foxicle-bounty-token/
Flopie's Necklace,â,0,Yes,COMMON,Pal gear,,https://paldex.gg/items/flopie-s-necklace/
Foxparks' Harness,â,0,Yes,COMMON,Pal gear,,https://paldex.gg/items/foxparks-harness/
Foxparks Cryst's Harness,â,0,Yes,COMMON,Pal gear,,https://paldex.gg/items/foxparks-cryst-s-harness/
Frag Grenade,660G,0.1,Yes,COMMON,Thrown,,https://paldex.gg/items/frag-grenade/
Frag Grenade Mk2,"7,900G",0.1,Yes,COMMON,Thrown,,https://paldex.gg/items/frag-grenade-mk2/
Foxparks Cryst Bounty Token,1G,0,Yes,COMMON,Boss rewards,,https://paldex.gg/items/foxparks-cryst-bounty-token/
French Fries,600G,0.5,Yes,UNCOMMON,Veggie dishes,,https://paldex.gg/items/french-fries/
Free Pal Alliance Banner Schematic,"10,000G",0,Yes,COMMON,Blueprint,,https://paldex.gg/items/free-pal-alliance-banner-schematic/
Fried Chikipi,"1,020G",0.5,Yes,RARE,Meat dishes,,https://paldex.gg/items/fried-chikipi/
Free Pal Alliance Flag Schematic,"10,000G",0,Yes,COMMON,Blueprint,,https://paldex.gg/items/free-pal-alliance-flag-schematic/
Fried Egg,240G,0.5,Yes,COMMON,Meat dishes,,https://paldex.gg/items/fried-egg/
Fried Kelpsea,"1,070G",0.5,Yes,RARE,Fish dishes,,https://paldex.gg/items/fried-kelpsea/
Frostallion Noct Saddle,â,0,Yes,LEGENDARY,Pal gear,,https://paldex.gg/items/frostallion-noct-saddle/
Frostallion Noct Bounty Token,1G,0,Yes,LEGENDARY,Boss rewards,,https://paldex.gg/items/frostallion-noct-bounty-token/
Frostallion Bounty Token,1G,0,Yes,EPIC,Boss rewards,,https://paldex.gg/items/frostallion-bounty-token/
Fried Gloopie Balls,"1,380G",1,Yes,UNCOMMON,Fish dishes,,https://paldex.gg/items/fried-gloopie-balls/
Frostallion's Talisman,"41,880G",2,No,EPIC,Accessory,,https://paldex.gg/items/frostallion-s-talisman/
Frostallion's Talisman Schematic,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/frostallion-s-talisman-schematic/
Frostallion Saddle,â,0,Yes,LEGENDARY,Pal gear,,https://paldex.gg/items/frostallion-saddle/
Frozen Egg,10G,10,No,COMMON,Pal eggs,,https://paldex.gg/items/frozen-egg/
Gatling Gun Ammo,60G,0.025,Yes,COMMON,Ammo,,https://paldex.gg/items/gatling-gun-ammo/
Futuristic Technical Manual,10G,0,Yes,EPIC,Tech manuals,,https://paldex.gg/items/futuristic-technical-manual/
Galeclaw Poultry,200G,1,Yes,COMMON,Raw meat,,https://paldex.gg/items/galeclaw-poultry/
Galeclaw's Gloves,â,0,Yes,UNCOMMON,Pal gear,,https://paldex.gg/items/galeclaw-s-gloves/
Galeclaw Nikujaga,960G,0.5,Yes,EPIC,Meat dishes,,https://paldex.gg/items/galeclaw-nikujaga/
Gatling Gun Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/gatling-gun-schematic-1/
Gatling Gun Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/gatling-gun-schematic-2/
Gatling Gun Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/gatling-gun-schematic-3/
Gatling Gun Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/gatling-gun-schematic-4/
Gatling Gun,"507,240G",50,No,COMMON,Gatling guns,,https://paldex.gg/items/gatling-gun/
Ghangler Ignis Saddle,â,0,Yes,UNCOMMON,Pal gear,,https://paldex.gg/items/ghangler-ignis-saddle/
Ghangler Saddle,â,0,Yes,UNCOMMON,Pal gear,,https://paldex.gg/items/ghangler-saddle/
Giant Pal Soul,10G,0.2,Yes,LEGENDARY,Pal materials,,https://paldex.gg/items/giant-pal-soul/
Giant Feed Bag,1G,0,Yes,LEGENDARY,Ability unlocks,,https://paldex.gg/items/giant-feed-bag/
Ghangler Accessory,"1,000G",4,No,COMMON,Head,,https://paldex.gg/items/ghangler-accessory/
Giga Glider,"76,080G",20,No,UNCOMMON,Glider,,https://paldex.gg/items/giga-glider/
Giant Pouch,1G,0,Yes,EPIC,Bag upgrades,,https://paldex.gg/items/giant-pouch/
Giga Grappling Gun,"17,930G",1,No,RARE,Grappling guns,,https://paldex.gg/items/giga-grappling-gun/
Giga Shield,"21,960G",5,No,UNCOMMON,Shields,,https://paldex.gg/items/giga-shield/
Giga Sphere,890G,0.1,Yes,UNCOMMON,Spheres,,https://paldex.gg/items/giga-sphere/
Gloopie Hat,500G,4,No,COMMON,Head,,https://paldex.gg/items/gloopie-hat/
Gildane Saddle,â,0,Yes,EPIC,Pal gear,,https://paldex.gg/items/gildane-saddle/
Glistening Ancient Relic,10G,1,Yes,LEGENDARY,Pal materials,,https://paldex.gg/items/glistening-ancient-relic/
Gloopie Tentacle,200G,5,Yes,UNCOMMON,Raw meat,,https://paldex.gg/items/gloopie-tentacle/
Glowing Ancient Relic,10G,1,Yes,EPIC,Pal materials,,https://paldex.gg/items/glowing-ancient-relic/
Gold Coin,1G,0,Yes,COMMON,Currency,,https://paldex.gg/items/gold-coin/
Golden Crown Schematic 1,500G,0,Yes,COMMON,Blueprint,,https://paldex.gg/items/golden-crown-schematic-1/
Gildane Bounty Token,1G,0,Yes,EPIC,Boss rewards,,https://paldex.gg/items/gildane-bounty-token/
Gorgeous Ancient Relic,10G,1,Yes,RARE,Pal materials,,https://paldex.gg/items/gorgeous-ancient-relic/
Golden Crown,"7,200G",6,No,COMMON,Head,,https://paldex.gg/items/golden-crown/
Gold Key,10G,0.1,Yes,EPIC,Other,,https://paldex.gg/items/gold-key/
Graduation Cap Schematic 1,500G,0,Yes,COMMON,Blueprint,,https://paldex.gg/items/graduation-cap-schematic-1/
Graduation Cap,500G,5,No,COMMON,Head,,https://paldex.gg/items/graduation-cap/
Grass Awakening Crystal,"120,000G",1,Yes,EPIC,Awakening,,https://paldex.gg/items/grass-awakening-crystal/
Grass Grenade,640G,0.1,Yes,COMMON,Thrown,,https://paldex.gg/items/grass-grenade/
Grass Radiant Gem,"1,000G",1,Yes,RARE,Pal materials,,https://paldex.gg/items/grass-radiant-gem/
Grass Skill Fruit: Grass Tornado,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/grass-skill-fruit-grass-tornado/
Grass Skill Fruit: Crosswind,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/grass-skill-fruit-crosswind/
Grappling Gun,"5,210G",1,No,COMMON,Grappling guns,,https://paldex.gg/items/grappling-gun/
Grass Skill Fruit: Multicutter,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/grass-skill-fruit-multicutter/
Grass Skill Fruit: Reflect Leaf,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/grass-skill-fruit-reflect-leaf/
Grass Skill Fruit: Circle Vine,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/grass-skill-fruit-circle-vine/
Grass Skill Fruit: Seed Mine,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/grass-skill-fruit-seed-mine/
Grass Skill Fruit: Seed Machine Gun,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/grass-skill-fruit-seed-machine-gun/
Grass Skill Fruit: Wind Cutter,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/grass-skill-fruit-wind-cutter/
Grass Skill Fruit: Spine Vine,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/grass-skill-fruit-spine-vine/
Grass Skill Fruit: Wind Blast,"1,500G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/grass-skill-fruit-wind-blast/
Grass Skill Fruit: Solar Blast,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/grass-skill-fruit-solar-blast/
Grass Support Whistle,"15,960G",2,No,RARE,Accessory,,https://paldex.gg/items/grass-support-whistle/
Grass Support Whistle Schematic,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/grass-support-whistle-schematic/
Gratin,"1,020G",0.5,Yes,RARE,Veggie dishes,,https://paldex.gg/items/gratin/
Grenade Ammo,470G,0.1,Yes,COMMON,Ammo,,https://paldex.gg/items/grenade-ammo/
Grenade Launcher Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/grenade-launcher-schematic-3/
Grenade Launcher Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/grenade-launcher-schematic-1/
Grenade Launcher Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/grenade-launcher-schematic-4/
Grenade Launcher,"309,060G",30,No,COMMON,Rocket launchers,,https://paldex.gg/items/grenade-launcher/
Grilled Kelpsea,170G,1,Yes,COMMON,Fish dishes,,https://paldex.gg/items/grilled-kelpsea/
Grilled Chikipi,120G,1,Yes,COMMON,Meat dishes,,https://paldex.gg/items/grilled-chikipi/
Grilled Lamball,340G,0.5,Yes,UNCOMMON,Meat dishes,,https://paldex.gg/items/grilled-lamball/
Grilled Galeclaw,240G,1,Yes,COMMON,Meat dishes,,https://paldex.gg/items/grilled-galeclaw/
Grenade Launcher Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/grenade-launcher-schematic-2/
Grinning Tocotoco Cap Schematic 1,500G,0,Yes,COMMON,Blueprint,,https://paldex.gg/items/grinning-tocotoco-cap-schematic-1/
Grinning Tocotoco Cap,500G,4,No,COMMON,Head,,https://paldex.gg/items/grinning-tocotoco-cap/
Grizzbolt Bounty Token,1G,0,Yes,UNCOMMON,Boss rewards,,https://paldex.gg/items/grizzbolt-bounty-token/
Ground Grenade,780G,0.1,Yes,COMMON,Thrown,,https://paldex.gg/items/ground-grenade/
Grintale Bounty Token,1G,0,Yes,COMMON,Boss rewards,,https://paldex.gg/items/grintale-bounty-token/
Grintale Saddle,â,0,Yes,COMMON,Pal gear,,https://paldex.gg/items/grintale-saddle/
Ground Radiant Gem,"1,000G",1,Yes,RARE,Pal materials,,https://paldex.gg/items/ground-radiant-gem/
Ground Awakening Crystal,"120,000G",1,Yes,EPIC,Awakening,,https://paldex.gg/items/ground-awakening-crystal/
Grizzbolt's Minigun,â,0,Yes,RARE,Pal gear,,https://paldex.gg/items/grizzbolt-s-minigun/
Ground Skill Fruit: Bog Blast,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/ground-skill-fruit-bog-blast/
Ground Skill Fruit: Rockburst,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/ground-skill-fruit-rockburst/
Ground Skill Fruit: Rock Lance,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/ground-skill-fruit-rock-lance/
Ground Support Whistle Schematic,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/ground-support-whistle-schematic/
Ground Skill Fruit: Rocky Impact,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/ground-skill-fruit-rocky-impact/
Ground Skill Fruit: Stone Blast,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/ground-skill-fruit-stone-blast/
Ground Skill Fruit: Sand Tornado,"3,000G",0,Yes,RARE,Skill fruits,,https://paldex.gg/items/ground-skill-fruit-sand-tornado/
Ground Skill Fruit: Stone Cannon,"1,000G",0,Yes,UNCOMMON,Skill fruits,,https://paldex.gg/items/ground-skill-fruit-stone-cannon/
Ground Support Whistle,"24,960G",2,No,RARE,Accessory,,https://paldex.gg/items/ground-support-whistle/
Growth Acceleration Bell,"22,920G",2,No,RARE,Accessory,,https://paldex.gg/items/growth-acceleration-bell/
Growth Acceleration Bell Schematic,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/growth-acceleration-bell-schematic/
Ground Skill Fruit: Sand Twister,"5,000G",0,Yes,EPIC,Skill fruits,,https://paldex.gg/items/ground-skill-fruit-sand-twister/
Guided Missile Launcher Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/guided-missile-launcher-schematic-2/
Guided Missile Launcher Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/guided-missile-launcher-schematic-1/
Guided Missile Launcher Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/guided-missile-launcher-schematic-3/
Guided Missile Launcher Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/guided-missile-launcher-schematic-4/
Guided Missile Launcher,"461,040G",30,No,COMMON,Rocket launchers,,https://paldex.gg/items/guided-missile-launcher/
Gumoss Bounty Token,1G,0,Yes,COMMON,Boss rewards,,https://paldex.gg/items/gumoss-bounty-token/
Gumoss Cap Schematic 1,500G,0,Yes,COMMON,Blueprint,,https://paldex.gg/items/gumoss-cap-schematic-1/
Gumoss Cap,500G,4,No,COMMON,Head,,https://paldex.gg/items/gumoss-cap/
Gumoss Leaf,500G,0.2,Yes,COMMON,Pal materials,,https://paldex.gg/items/gumoss-leaf/
Gunpowder,430G,0.2,Yes,COMMON,Processed,,https://paldex.gg/items/gunpowder/
Hallowed Bar,300G,0,Yes,COMMON,Ingots,,https://paldex.gg/items/hallowed-bar/
Hallowed Headgear Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/hallowed-headgear-schematic-3/
Hallowed Headgear,"7,200G",13,No,COMMON,Head,,https://paldex.gg/items/hallowed-headgear/
Hallowed Headgear Schematic,"10,000G",0,Yes,COMMON,Blueprint,,https://paldex.gg/items/hallowed-headgear-schematic/
Hallowed Headgear Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/hallowed-headgear-schematic-2/
Hallowed Headgear Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/hallowed-headgear-schematic-4/
Hallowed Helmet Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/hallowed-helmet-schematic-3/
Hallowed Headgear Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/hallowed-headgear-schematic-1/
Hallowed Helmet Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/hallowed-helmet-schematic-4/
Hallowed Helmet Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/hallowed-helmet-schematic-1/
Hallowed Helmet Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/hallowed-helmet-schematic-2/
Hallowed Helmet,"7,200G",13,No,COMMON,Head,,https://paldex.gg/items/hallowed-helmet/
Hallowed Hood Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/hallowed-hood-schematic-2/
Hallowed Helmet Schematic,"10,000G",0,Yes,COMMON,Blueprint,,https://paldex.gg/items/hallowed-helmet-schematic/
Hallowed Hood Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/hallowed-hood-schematic-3/
Hallowed Hood Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/hallowed-hood-schematic-4/
Hallowed Hood Schematic,"10,000G",0,Yes,COMMON,Blueprint,,https://paldex.gg/items/hallowed-hood-schematic/
Hallowed Hood,"7,200G",13,No,COMMON,Head,,https://paldex.gg/items/hallowed-hood/
Hallowed Hood Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/hallowed-hood-schematic-1/
Hallowed Mask Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/hallowed-mask-schematic-3/
Hallowed Mask Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/hallowed-mask-schematic-4/
Hallowed Mask Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/hallowed-mask-schematic-2/
Hallowed Mask Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/hallowed-mask-schematic-1/
Hallowed Mask Schematic,"10,000G",0,Yes,COMMON,Blueprint,,https://paldex.gg/items/hallowed-mask-schematic/
Hallowed Mask,"7,200G",13,No,COMMON,Head,,https://paldex.gg/items/hallowed-mask/
Hallowed Plate Mail Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/hallowed-plate-mail-schematic-1/
Hallowed Plate Mail Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/hallowed-plate-mail-schematic-2/
Hallowed Plate Mail Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/hallowed-plate-mail-schematic-4/
Hallowed Plate Mail Schematic,"10,000G",0,Yes,COMMON,Blueprint,,https://paldex.gg/items/hallowed-plate-mail-schematic/
Hand-Held Torch,60G,5,No,COMMON,Melee,,https://paldex.gg/items/hand-held-torch/
Hallowed Plate Mail Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/hallowed-plate-mail-schematic-3/
Handgun Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/handgun-schematic-1/
Handgun Ammo,40G,0.025,Yes,COMMON,Ammo,,https://paldex.gg/items/handgun-ammo/
Handgun Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/handgun-schematic-3/
Handgun Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/handgun-schematic-2/
Hallowed Plate Mail,"7,200G",37,No,COMMON,Body,,https://paldex.gg/items/hallowed-plate-mail/
Handgun Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/handgun-schematic-4/
Handgun,"19,800G",8,No,COMMON,Handguns,,https://paldex.gg/items/handgun/
Hardwood,100G,5,Yes,UNCOMMON,Wood,,https://paldex.gg/items/hardwood/
Hartalis Saddle,â,0,Yes,LEGENDARY,Pal gear,,https://paldex.gg/items/hartalis-saddle/
Hangyu Cryst's Glove,â,0,Yes,COMMON,Pal gear,,https://paldex.gg/items/hangyu-cryst-s-glove/
Hartalis's Talisman,"43,680G",2,No,EPIC,Accessory,,https://paldex.gg/items/hartalis-s-talisman/
Hangyu's Gloves,â,0,Yes,COMMON,Pal gear,,https://paldex.gg/items/hangyu-s-gloves/
Hartalis Slab Fragment,10G,0.25,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/hartalis-slab-fragment/
Hartalis Slab,10G,1,Yes,EPIC,Other,,https://paldex.gg/items/hartalis-slab/
Hartalis (Ultra) Slab,10G,1,Yes,LEGENDARY,Other,,https://paldex.gg/items/hartalis-ultra-slab/
Hartalis's Talisman Schematic,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/hartalis-s-talisman-schematic/
Hartalis (Ultra) Slab Fragment,10G,0.25,Yes,RARE,Blueprint,,https://paldex.gg/items/hartalis-ultra-slab-fragment/
Heat-Resistant Ancient Armor Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/heat-resistant-ancient-armor-schematic-2/
Heat-Resistant Ancient Armor Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/heat-resistant-ancient-armor-schematic-4/
Heat-Resistant Ancient Armor Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/heat-resistant-ancient-armor-schematic-3/
Heat-Resistant Ancient Armor Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/heat-resistant-ancient-armor-schematic-1/
Heat Resistant Hexolite Armor Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/heat-resistant-hexolite-armor-schematic-2/
Heat-Resistant Ancient Armor,"2,189,330G",35,No,COMMON,Body,,https://paldex.gg/items/heat-resistant-ancient-armor/
Heat Resistant Hexolite Armor Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/heat-resistant-hexolite-armor-schematic-1/
Heat Resistant Hexolite Armor Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/heat-resistant-hexolite-armor-schematic-4/
Heat Resistant Hexolite Armor Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/heat-resistant-hexolite-armor-schematic-3/
Heat Resistant Metal Armor Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/heat-resistant-metal-armor-schematic-1/
Heat Resistant Hexolite Armor,"301,660G",35,No,COMMON,Body,,https://paldex.gg/items/heat-resistant-hexolite-armor/
Heat Resistant Metal Armor Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/heat-resistant-metal-armor-schematic-3/
Heat Resistant Metal Armor,"22,130G",30,No,COMMON,Body,,https://paldex.gg/items/heat-resistant-metal-armor/
Heat Resistant Metal Armor Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/heat-resistant-metal-armor-schematic-4/
Heat Resistant Pal Metal Armor Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/heat-resistant-pal-metal-armor-schematic-2/
Heat Resistant Pal Metal Armor Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/heat-resistant-pal-metal-armor-schematic-1/
Heat Resistant Pal Metal Armor Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/heat-resistant-pal-metal-armor-schematic-3/
Heat Resistant Pal Metal Armor Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/heat-resistant-pal-metal-armor-schematic-4/
Heat Resistant Metal Armor Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/heat-resistant-metal-armor-schematic-2/
Heat Resistant Pal Metal Armor,"67,460G",40,No,COMMON,Body,,https://paldex.gg/items/heat-resistant-pal-metal-armor/
Heat Resistant Pelt Armor Schematic 3,"10,000G",0,Yes,EPIC,Blueprint,,https://paldex.gg/items/heat-resistant-pelt-armor-schematic-3/
Heat Resistant Pelt Armor Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/heat-resistant-pelt-armor-schematic-1/
Heat Resistant Pelt Armor Schematic 4,"10,000G",0,Yes,LEGENDARY,Blueprint,,https://paldex.gg/items/heat-resistant-pelt-armor-schematic-4/
Heat Resistant Pelt Armor Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/heat-resistant-pelt-armor-schematic-2/
Heat Resistant Pelt Armor,"7,920G",10,No,COMMON,Body,,https://paldex.gg/items/heat-resistant-pelt-armor/
Heat Resistant Plasteel Armor Schematic 2,"10,000G",0,Yes,RARE,Blueprint,,https://paldex.gg/items/heat-resistant-plasteel-armor-schematic-2/
Heat Resistant Plasteel Armor Schematic 1,"10,000G",0,Yes,UNCOMMON,Blueprint,,https://paldex.gg/items/heat-resistant-plasteel-armor-schematic-1/
